Text,Tint,Tref,Cooler,Resistor,Data,Hora
26.860001,39.670898,45.000000,0.000000,100.000000,2021/3/20, 22:39:57
26.870001,40.379883,45.000000,0.000000,100.000000,2021/3/20, 22:39:58
26.870001,40.379883,45.000000,0.000000,100.000000,2021/3/20, 22:39:59
26.870001,40.895508,45.000000,0.000000,100.000000,2021/3/20, 22:40:00
26.870001,40.895508,45.000000,0.000000,100.000000,2021/3/20, 22:40:01
26.870001,40.218750,45.000000,0.000000,100.000000,2021/3/20, 22:40:02
26.879999,40.218750,45.000000,0.000000,100.000000,2021/3/20, 22:40:03
26.870001,40.218750,45.000000,0.000000,100.000000,2021/3/20, 22:40:04
26.870001,40.218750,45.000000,0.000000,100.000000,2021/3/20, 22:40:05
26.870001,41.185547,45.000000,0.000000,100.000000,2021/3/20, 22:40:06
26.879999,41.185547,45.000000,0.000000,100.000000,2021/3/20, 22:40:07
26.870001,41.475586,45.000000,0.000000,100.000000,2021/3/20, 22:40:08
26.870001,41.475586,45.000000,0.000000,100.000000,2021/3/20, 22:40:09
26.879999,41.765625,45.000000,0.000000,100.000000,2021/3/20, 22:40:10
26.879999,41.765625,45.000000,0.000000,100.000000,2021/3/20, 22:40:11
26.879999,41.765625,45.000000,0.000000,100.000000,2021/3/20, 22:40:12
26.870001,43.151367,45.000000,0.000000,100.000000,2021/3/20, 22:40:13
26.870001,43.151367,45.000000,0.000000,100.000000,2021/3/20, 22:40:14
26.870001,43.054688,45.000000,0.000000,100.000000,2021/3/20, 22:40:15
26.870001,43.054688,45.000000,0.000000,100.000000,2021/3/20, 22:40:16
26.870001,43.570312,45.000000,0.000000,100.000000,2021/3/20, 22:40:17
26.870001,43.570312,45.000000,0.000000,100.000000,2021/3/20, 22:40:18
26.870001,45.149414,45.000000,0.000000,91.208008,2021/3/20, 22:40:19
26.870001,45.149414,45.000000,0.000000,98.954102,2021/3/20, 22:40:20
26.870001,44.601562,45.000000,0.000000,100.000000,2021/3/20, 22:40:21
26.870001,44.601562,45.000000,0.000000,100.000000,2021/3/20, 22:40:22
26.870001,42.635742,45.000000,0.000000,100.000000,2021/3/20, 22:40:23
26.870001,42.635742,45.000000,0.000000,100.000000,2021/3/20, 22:40:24
26.879999,43.860352,45.000000,0.000000,99.575195,2021/3/20, 22:40:25
26.870001,43.860352,45.000000,0.000000,100.000000,2021/3/20, 22:40:26
26.879999,43.828125,45.000000,0.000000,100.000000,2021/3/20, 22:40:27
26.879999,43.828125,45.000000,0.000000,100.000000,2021/3/20, 22:40:28
26.870001,42.474609,45.000000,0.000000,100.000000,2021/3/20, 22:40:29
26.879999,42.474609,45.000000,0.000000,100.000000,2021/3/20, 22:40:30
26.879999,43.795898,45.000000,0.000000,99.414062,2021/3/20, 22:40:31
26.879999,43.795898,45.000000,0.000000,100.000000,2021/3/20, 22:40:32
26.879999,45.536133,45.000000,0.000000,88.082031,2021/3/20, 22:40:33
26.879999,45.536133,45.000000,0.000000,96.247070,2021/3/20, 22:40:34
26.879999,44.827148,45.000000,0.000000,100.000000,2021/3/20, 22:40:35
26.879999,44.827148,45.000000,0.000000,100.000000,2021/3/20, 22:40:36
26.879999,45.342773,45.000000,0.000000,94.638672,2021/3/20, 22:40:37
26.889999,45.342773,45.000000,0.000000,96.874023,2021/3/20, 22:40:38
